method,params,params_train,msg_id,label,p_sigmoid,pred,correct,tp,fp,tn,fn
custom (768),769,769,8351,0,4.893355435342528e-05,0,1,0,0,1,0
custom (768),769,769,24419,1,0.9640912413597107,1,1,1,0,0,0
custom (768),769,769,2467,0,0.00170314556453377,0,1,0,0,1,0
custom (768),769,769,27047,1,0.9282398223876953,1,1,1,0,0,0
custom (768),769,769,21885,1,0.9988466501235962,1,1,1,0,0,0
custom (768),769,769,47229,1,0.9999948740005493,1,1,1,0,0,0
custom (768),769,769,9824,0,0.0010756790870800614,0,1,0,0,1,0
custom (768),769,769,12091,0,0.03229613974690437,0,1,0,0,1,0
custom (768),769,769,41573,1,0.9874603748321533,1,1,1,0,0,0
custom (768),769,769,27417,1,0.9999542236328125,1,1,1,0,0,0
custom (768),769,769,46731,1,0.999248206615448,1,1,1,0,0,0
custom (768),769,769,43342,1,0.9999872446060181,1,1,1,0,0,0
custom (768),769,769,7524,0,0.0001580424141138792,0,1,0,0,1,0
custom (768),769,769,37049,1,0.9996457099914551,1,1,1,0,0,0
custom (768),769,769,2079,0,0.05168311670422554,0,1,0,0,1,0
custom (768),769,769,5568,0,0.0033503358718007803,0,1,0,0,1,0
custom (768),769,769,7772,0,0.24599412083625793,0,1,0,0,1,0
custom (768),769,769,6105,0,0.000527676020283252,0,1,0,0,1,0
custom (768),769,769,12863,0,0.025391191244125366,0,1,0,0,1,0
custom (768),769,769,21829,1,0.9997949004173279,1,1,1,0,0,0
custom (768),769,769,1993,0,0.15383915603160858,0,1,0,0,1,0
custom (768),769,769,30832,1,0.9986516833305359,1,1,1,0,0,0
custom (768),769,769,21738,1,0.9674638509750366,1,1,1,0,0,0
custom (768),769,769,10789,0,5.745226735598408e-05,0,1,0,0,1,0
custom (768),769,769,11459,0,0.006766135338693857,0,1,0,0,1,0
custom (768),769,769,34070,1,0.9972779154777527,1,1,1,0,0,0
custom (768),769,769,5079,0,0.02714829333126545,0,1,0,0,1,0
custom (768),769,769,46435,1,0.9978862404823303,1,1,1,0,0,0
custom (768),769,769,3304,0,0.00021377683151513338,0,1,0,0,1,0
custom (768),769,769,13312,0,1.4670786185888574e-05,0,1,0,0,1,0
custom (768),769,769,20769,0,0.20706039667129517,0,1,0,0,1,0
custom (768),769,769,29295,1,0.9970591068267822,1,1,1,0,0,0
custom (768),769,769,26579,1,0.9318140149116516,1,1,1,0,0,0
custom (768),769,769,9123,0,0.25850966572761536,0,1,0,0,1,0
custom (768),769,769,26600,1,0.9999446868896484,1,1,1,0,0,0
custom (768),769,769,33505,1,0.4946976602077484,0,0,0,0,0,1
custom (768),769,769,26923,1,0.9989818930625916,1,1,1,0,0,0
custom (768),769,769,18229,0,0.930656373500824,1,0,0,1,0,0
custom (768),769,769,22682,1,0.9999287128448486,1,1,1,0,0,0
custom (768),769,769,30756,1,0.9790940880775452,1,1,1,0,0,0
custom (768),769,769,34635,1,0.7942712903022766,1,1,1,0,0,0
custom (768),769,769,41236,1,0.9995138645172119,1,1,1,0,0,0
custom (768),769,769,44381,1,0.9709558486938477,1,1,1,0,0,0
custom (768),769,769,26324,1,0.8079065084457397,1,1,1,0,0,0
custom (768),769,769,868,0,0.35681480169296265,0,1,0,0,1,0
custom (768),769,769,13573,0,0.10088498145341873,0,1,0,0,1,0
custom (768),769,769,17058,0,0.0009096624562516809,0,1,0,0,1,0
custom (768),769,769,20341,0,0.001337571651674807,0,1,0,0,1,0
custom (768),769,769,21846,1,0.9707198739051819,1,1,1,0,0,0
custom (768),769,769,19200,0,0.8612992167472839,1,0,0,1,0,0
custom (768),769,769,38591,1,0.9968633651733398,1,1,1,0,0,0
custom (768),769,769,3316,0,0.00046252418542280793,0,1,0,0,1,0
custom (768),769,769,17311,0,0.00010004291834775358,0,1,0,0,1,0
custom (768),769,769,20500,0,0.10749080032110214,0,1,0,0,1,0
custom (768),769,769,1238,0,0.0051832422614097595,0,1,0,0,1,0
custom (768),769,769,19227,0,0.0002816565101966262,0,1,0,0,1,0
custom (768),769,769,12449,0,6.961652161407983e-06,0,1,0,0,1,0
custom (768),769,769,39528,1,0.937680721282959,1,1,1,0,0,0
custom (768),769,769,28700,1,0.9996628761291504,1,1,1,0,0,0
custom (768),769,769,10550,0,0.8076708316802979,1,0,0,1,0,0
custom (768),769,769,10280,0,1.3040390513197053e-05,0,1,0,0,1,0
custom (768),769,769,19974,0,2.3002516172709875e-05,0,1,0,0,1,0
custom (768),769,769,20442,0,0.0002822942042257637,0,1,0,0,1,0
custom (768),769,769,9475,0,3.899462171830237e-06,0,1,0,0,1,0
custom (768),769,769,41758,1,0.9994552731513977,1,1,1,0,0,0
custom (768),769,769,41294,1,0.9882718920707703,1,1,1,0,0,0
custom (768),769,769,41630,1,0.9993382096290588,1,1,1,0,0,0
custom (768),769,769,22318,1,0.7638428807258606,1,1,1,0,0,0
custom (768),769,769,27189,1,0.9957922697067261,1,1,1,0,0,0
custom (768),769,769,25431,1,0.9873428344726562,1,1,1,0,0,0
custom (768),769,769,16575,0,0.5224190354347229,1,0,0,1,0,0
custom (768),769,769,17168,0,0.0003364993608556688,0,1,0,0,1,0
custom (768),769,769,15067,0,0.06585938483476639,0,1,0,0,1,0
custom (768),769,769,21409,1,0.9087775349617004,1,1,1,0,0,0
custom (768),769,769,11125,0,5.5106505897128955e-05,0,1,0,0,1,0
custom (768),769,769,12816,0,0.0015229927375912666,0,1,0,0,1,0
custom (768),769,769,42470,1,0.71970534324646,1,1,1,0,0,0
custom (768),769,769,30005,1,0.999994158744812,1,1,1,0,0,0
custom (768),769,769,21647,1,0.8933653831481934,1,1,1,0,0,0
custom (768),769,769,27140,1,0.971599817276001,1,1,1,0,0,0
custom (768),769,769,19456,0,0.0023462811950594187,0,1,0,0,1,0
custom (768),769,769,31005,1,0.9979444146156311,1,1,1,0,0,0
custom (768),769,769,46815,1,0.9996436834335327,1,1,1,0,0,0
