method,params,params_train,msg_id,label,p_sigmoid,pred,correct,tp,fp,tn,fn
custom (300),301,301,36589,1,0.8264038562774658,1,1,1,0,0,0
custom (300),301,301,26324,1,0.7767419219017029,1,1,1,0,0,0
custom (300),301,301,4337,0,0.3348899185657501,0,1,0,0,1,0
custom (300),301,301,20131,0,0.02614745683968067,0,1,0,0,1,0
custom (300),301,301,42817,1,0.9430903792381287,1,1,1,0,0,0
custom (300),301,301,18236,0,0.08804955333471298,0,1,0,0,1,0
custom (300),301,301,42413,1,0.4727482795715332,0,0,0,0,0,1
custom (300),301,301,13340,0,0.11477812379598618,0,1,0,0,1,0
custom (300),301,301,11306,0,0.07151339948177338,0,1,0,0,1,0
custom (300),301,301,24550,1,0.9877482652664185,1,1,1,0,0,0
custom (300),301,301,20449,0,0.5364814400672913,1,0,0,1,0,0
custom (300),301,301,31538,1,0.9813771843910217,1,1,1,0,0,0
custom (300),301,301,13809,0,0.005042760167270899,0,1,0,0,1,0
custom (300),301,301,35739,1,0.9570178389549255,1,1,1,0,0,0
custom (300),301,301,29994,1,0.9756549596786499,1,1,1,0,0,0
custom (300),301,301,13794,0,0.23371140658855438,0,1,0,0,1,0
custom (300),301,301,11232,0,0.057252563536167145,0,1,0,0,1,0
custom (300),301,301,33485,1,0.9841797351837158,1,1,1,0,0,0
custom (300),301,301,21846,1,0.8823302388191223,1,1,1,0,0,0
custom (300),301,301,22682,1,0.9639256000518799,1,1,1,0,0,0
custom (300),301,301,5857,0,0.02284124866127968,0,1,0,0,1,0
custom (300),301,301,15405,0,0.018710942938923836,0,1,0,0,1,0
custom (300),301,301,39187,1,0.31466931104660034,0,0,0,0,0,1
custom (300),301,301,41523,1,0.9442716240882874,1,1,1,0,0,0
custom (300),301,301,46711,1,0.8395832777023315,1,1,1,0,0,0
custom (300),301,301,18034,0,0.09052335470914841,0,1,0,0,1,0
custom (300),301,301,12660,0,0.05573805049061775,0,1,0,0,1,0
custom (300),301,301,8311,0,0.08892796188592911,0,1,0,0,1,0
custom (300),301,301,9301,0,0.03395147994160652,0,1,0,0,1,0
custom (300),301,301,19756,0,0.04753722995519638,0,1,0,0,1,0
custom (300),301,301,26600,1,0.986315131187439,1,1,1,0,0,0
